Organization Name,Sector Name,Subsector Name,Operation Name,Address,eWh/HDD/ft^2,Energy Intensity (ekWh/ML)
City of Pickering,Municipal,Municipality,Fire Station # 5,1616 BAYLY ST,12.5877437774142,
City of Pickering,Municipal,Municipality,Fire Station # 6,1115 FINCH AVE,6.46467678289644,
City of Port Colborne,Municipal,Municipality,Port Colborne Fire and Emergency Services,3 Killaly Street W.,5.9133347995233,
City of Quinte West,Municipal,Municipality,Fire Hall # 2,34 Cameron Ave,8.49987356083875,
City of Quinte West,Municipal,Municipality,Fire Hall # 3,"58 Aikens Road, Sidney Twp",4.53059297802658,
City of Quinte West,Municipal,Municipality,Fire Hall # 4,"794 Vermilyea RD, Belleville",7.14584473832458,
City of Quinte West,Municipal,Municipality,Fire Hall # 5,"57 Plant Street, Batawa",3.10434539466948,
City of Quinte West,Municipal,Municipality,Fire Hall # 6,1074 County Road #5,9.09879139710308,
City of Quinte West,Municipal,Municipality,Fire Hall # 7,18 Scott Avenue,4.33341673796889,
City of Quinte West,Municipal,Municipality,Fire Hall #1,165 Front Street,11.4040727786922,
City of Sarnia,Municipal,Municipality,#3 Fire,1133 COLBORNE RD HALL,9.044183459053,
City of Sarnia,Municipal,Municipality,Fire,240 EAST ST N.,9.28469413634971,
City of Sarnia,Municipal,Municipality,Fire,6360 TELFER RD,6.58772963430342,
City of Sarnia,Municipal,Municipality,Fire Hall,666 SCOTT RD,7.35845542411379,
City of Sarnia,Municipal,Municipality,Fire Hall,1410 WELLINGTON ST,6.89276843806667,
City of Sault Ste. Marie,Municipal,Municipality,Number 1 Fire Hall,72 Tancred Street,7.59140347980351,
City of Sault Ste. Marie,Municipal,Municipality,Number 2 Fire Hall,363 Second Line West,6.36763694715008,
City of Sault Ste. Marie,Municipal,Municipality,Number 3 Fire Hall,100 Bennett Boulevard,5.86641431950077,
City of Sault Ste. Marie,Municipal,Municipality,RESC,65 Old Garden River Road,10.1071758938899,
City of Sault Ste. Marie,Municipal,Municipality,RESC Garage,65 Old Garden River Road,9.88444894415754,
City of St. Catharines,Municipal,Municipality,6-8 Academy Street,6-8 Academy Street,6.53737842721117,
City of St. Catharines,Municipal,Municipality,Fire Hall #1,64 Geneva Street,11.4138646410657,
City of St. Catharines,Municipal,Municipality,Fire Hall #2,190 Linwell Road,14.567590067046,
City of St. Catharines,Municipal,Municipality,Fire Hall #3,285 Pelham Road,10.5386310836701,
City of St. Catharines,Municipal,Municipality,Fire Hall #4,14 Walnut Steet,12.4730481523664,
City of St. Catharines,Municipal,Municipality,Fire Hall #5,149 Martindale Road,15.1598577311135,
City of St. Catharines,Municipal,Municipality,Fire Hall #6,465 Scott Street,14.7270092992561,
City of St. Thomas,Municipal,Municipality,Captain Dennis Redman Memorial Sub-station,235 Burwell Road,16.335233329441,
City of St. Thomas,Municipal,Municipality,Central Fire Station,50 Wellington Street,5.15755989327552,
City of Stratford,Municipal,Municipality,FIRE STATION #1,388 ERIE ST,6.43937725516107,
City of Stratford,Municipal,Municipality,FIRE STATION #2,44 MCCARTHY RD,10.0886009123984,
City of Temiskaming Shores,Municipal,Municipality,Fire Station,468 Georgina Avenue,3.96848040434711,
City of Temiskaming Shores,Municipal,Municipality,Fire Station,30 Wellington Street,3.50443420251748,
City of Temiskaming Shores,Municipal,Municipality,PW Complex / Community Hall / Offices / Fire Hall,181 - 110 Drive in Theatre,3.78815539918812,
City of Thorold,Municipal,Municipality,Fire Station #1,16 Towpath Street,6.94028859224818,
City of Thorold,Municipal,Municipality,Fire Station #2,701 Allanburg Road,3.49364048282132,
City of Thorold,Municipal,Municipality,Fire Station #3,7 River Street/39 Bridge St E,6.23267508712803,
City of Thorold,Municipal,Municipality,Fire Station #4,2189 Highway 20,5.2441233036787,
City of Thunder Bay,Municipal,Municipality,Armstrong EMS,"65 Queen Street, PO Box 6",1.45297536394035,
City of Thunder Bay,Municipal,Municipality,Arthur St EMS,1543 Arthur St,11.1713611106166,
City of Thunder Bay,Municipal,Municipality,Beardmore EMS,133 Main St,1.68591834408142,
City of Thunder Bay,Municipal,Municipality,Beck St EMS,181 Beck St,5.06170361690712,
City of Thunder Bay,Municipal,Municipality,Brown Street Fire Station,1321 Brown St,6.65719554363998,
City of Thunder Bay,Municipal,Municipality,Conmee EMS,Fire #5750 Hwy 11/17,1.03712662660742,
City of Thunder Bay,Municipal,Municipality,EMS HQ,401 Donald St,3.32183012685929,
City of Thunder Bay,Municipal,Municipality,Geraldton EMS,"815 Main St, Box 1350",5.07981012350273,
City of Thunder Bay,Municipal,Municipality,Greenstone EMS (Longlac),"105 Skinner Ave, PO Box 640",6.27888321362018,
City of Thunder Bay,Municipal,Municipality,Hodder Avenue Fire Station,300 Hodder Ave,8.25668862060174,
City of Thunder Bay,Municipal,Municipality,James Street Fire Station,501 Churchill Dr W,6.48450064951758,
City of Thunder Bay,Municipal,Municipality,Junot Ave EMS,105 Junot St S,2.92195042978185,
City of Thunder Bay,Municipal,Municipality,Junot Avenue Fire Station,20 Junot Ave N,9.74724663628683,
City of Thunder Bay,Municipal,Municipality,Manitouwadge EMS,"1 Paramedic Lane, PO Box 548",3.30595670589811,
City of Thunder Bay,Municipal,Municipality,Mapleward Fire Station,3000 Government Rd,4.77431879214877,
City of Thunder Bay,Municipal,Municipality,Marathon EMS,"26 Peninsula Rd, PO Box 459",1.02400065034913,
City of Thunder Bay,Municipal,Municipality,Nakina EMS,"204-B Thornton St, Box 429",1.76142561372375,
City of Thunder Bay,Municipal,Municipality,Neebing Fire Station,2065 - 20th Side Rd,5.82279452164536,
City of Thunder Bay,Municipal,Municipality,Neebing Fire Station TEMP,2065 - 20th Side Rd,7.44380670246251,
City of Thunder Bay,Municipal,Municipality,Nipigon EMS,"125 HOGAN RD, UNIT R",4.99813416034711,
City of Thunder Bay,Municipal,Municipality,North Central Fire Station,60 Water St S,5.19169976862478,
City of Thunder Bay,Municipal,Municipality,Red Rock EMS,"4 Taylor St, Box 217",5.82623957389107,
City of Thunder Bay,Municipal,Municipality,Roland St,1118 Roland St,5.22500980505527,
City of Thunder Bay,Municipal,Municipality,Shuniah EMS,1700A Lakeshore Dr,0.910189486563501,
City of Thunder Bay,Municipal,Municipality,Terrace Bay EMS,"20 Cartier Dr, Box 400",3.64959702213058,
City of Thunder Bay,Municipal,Municipality,Upsala EMS,20 North Rd,5.15284249184669,
City of Thunder Bay,Municipal,Municipality,Vickers Street Fire Station,330 Vickers St N,8.06073759926763,
City of Timmins,Municipal,Municipality,Connaught - Fire Hall,6825 Frederick House Lake Rd.,1.13344377053798,
City of Timmins,Municipal,Municipality,Mountjoy - Fire Hall,220 Shirley St. N.,5.18628004233453,
City of Timmins,Municipal,Municipality,Porcupine Fire Hall,114 Dixon St.,4.17369121417132,
City of Timmins,Municipal,Municipality,Schumacher Fire Hall,7 Les Hall St.,10.080880463184,
City of Timmins,Municipal,Municipality,South Porcupine Fire Hall,100 Bloor St.,6.82155773315885,
City of Timmins,Municipal,Municipality,Timmins Fire Hall,133 Cedar St. S.,11.6513588084478,
City of Toronto,Municipal,Municipality,Ambulance Headquarters,4330 Dufferin St,12.4386061832302,
City of Toronto,Municipal,Municipality,EMS Workshop West,866 Richmond St.W.,12.8387869236201,
City of Toronto,Municipal,Municipality,Fire Academy,895 Eastern Ave,9.19675955332221,
City of Toronto,Municipal,Municipality,Fire Museum And Storage,351 Birchmount Rd,16.0998263961035,
City of Toronto,Municipal,Municipality,Fire Station 111,3300 Bayview Ave.,15.9379166750774,
City of Toronto,Municipal,Municipality,Fire Station 112,5700 Bathurst St.,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 113,700 Seneca Hill Dr,15.827576793954,
City of Toronto,Municipal,Municipality,Fire Station 114,12 Canterbury Place,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 115,115 Parkway Forest Dr,11.6451980636471,
City of Toronto,Municipal,Municipality,Fire Station 116,2755A Old Leslie St.,10.7975456957503,
City of Toronto,Municipal,Municipality,Fire Station 121,10 William Carson Crescent,13.9724074539075,
City of Toronto,Municipal,Municipality,Fire Station 122,2545 Bayview Ave.,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 123,145 Bond Ave,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 125,1109 Leslie Street,9.28589012382525,
City of Toronto,Municipal,Municipality,Fire Station 131,3135 Yonge St,14.1360904655305,
City of Toronto,Municipal,Municipality,Fire Station 132,476 Lawrence Ave. W,10.8647713183244,
City of Toronto,Municipal,Municipality,Fire Station 133,1505 Lawrence Ave. W,9.40354076181826,
City of Toronto,Municipal,Municipality,Fire Station 134,16 Montgomery Ave,9.61546851346677,
City of Toronto,Municipal,Municipality,Fire Station 135,641 Eglinton Ave W,10.8611556825221,
City of Toronto,Municipal,Municipality,Fire Station 141,"3965 Keele St., Unit 10",16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 142,2753 Jane Street,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 143,1009 Sheppard Ave. W,16.74678975236,
City of Toronto,Municipal,Municipality,Fire Station 145,20 Beffort Rd.,9.97709365149149,
City of Toronto,Municipal,Municipality,Fire Station 146,2220 Jane Street,8.80003467278029,
City of Toronto,Municipal,Municipality,Fire Station 211,900 Tapscott Rd,10.8440158117484,
City of Toronto,Municipal,Municipality,Fire Station 212,8500 Sheppard Ave East,13.2414556902591,
City of Toronto,Municipal,Municipality,Fire Station 213,7 Lapsley Rd,12.1520256124936,
City of Toronto,Municipal,Municipality,Fire Station 214,745 Meadowvale Rd,11.9931929846293,
City of Toronto,Municipal,Municipality,Fire Station 215,5318 Lawrence Ave E,10.1819808958288,
City of Toronto,Municipal,Municipality,Fire Station 222,755 Warden Ave,9.82044106529042,
City of Toronto,Municipal,Municipality,Fire Station 223,116 Dorset Rd,7.12848695599923,
City of Toronto,Municipal,Municipality,Fire Station 224,1313 Woodbine Ave,13.0898077079552,
City of Toronto,Municipal,Municipality,Fire Station 225,3600 Danforth Ave,10.9071380495109,
City of Toronto,Municipal,Municipality,Fire Station 226,85 Main St,9.54232980504705,
City of Toronto,Municipal,Municipality,Fire Station 227,1904 Queen St E,8.86288841885242,
City of Toronto,Municipal,Municipality,Fire Station 231,740 Markham Rd,8.8686198998211,
City of Toronto,Municipal,Municipality,Fire Station 232,1550 Midland Ave,11.2589323710271,
City of Toronto,Municipal,Municipality,Fire Station 233,59 Curlew Dr,8.66489405264913,
City of Toronto,Municipal,Municipality,Fire Station 234,40 Coronation Dr,10.3305581124762,
City of Toronto,Municipal,Municipality,Fire Station 235,200 Bermondsey Rd.,11.5018980732475,
City of Toronto,Municipal,Municipality,Fire Station 241,3325 Warden Ave,10.1176304562497,
City of Toronto,Municipal,Municipality,Fire Station 242,2733 Brimley Rd,10.3898554616206,
City of Toronto,Municipal,Municipality,Fire Station 243,4560 Sheppard Ave E,13.2581755591959,
City of Toronto,Municipal,Municipality,Fire Station 244,2340 Birchmount Rd,10.603903608918,
City of Toronto,Municipal,Municipality,Fire Station 245,1600 Birchmount Rd,8.77047729812594,
City of Toronto,Municipal,Municipality,Fire Station 311,20 Balmoral Ave,8.09132706078249,
City of Toronto,Municipal,Municipality,Fire Station 312,34 Yorkville Ave,10.1803806036006,
City of Toronto,Municipal,Municipality,Fire Station 313,441 Bloor St E 2 Fl,13.4748300868905,
City of Toronto,Municipal,Municipality,Fire Station 314,12 Grosvenor St,7.7458402603206,
City of Toronto,Municipal,Municipality,Fire Station 315,132 Bellevue Av,15.3657752792729,
City of Toronto,Municipal,Municipality,Fire Station 321,231 McCrae Ave,11.4522377882951,
City of Toronto,Municipal,Municipality,Fire Station 322,256 Cosburn Ave,8.80191232985343,
City of Toronto,Municipal,Municipality,Fire Station 323,153 Chatham Ave,13.5896176281149,
City of Toronto,Municipal,Municipality,Fire Station 324,840 Gerrard St E,7.91621552587015,
City of Toronto,Municipal,Municipality,Fire Station 325,475 Dundas St E,10.2408743606201,
City of Toronto,Municipal,Municipality,Fire Station 331,31 Claremont St,8.16137838775387,
City of Toronto,Municipal,Municipality,Fire Station 332,260 Adelaide St W,7.98479725112819,
City of Toronto,Municipal,Municipality,Fire Station 333,201 Front St E,10.1262009491138,
City of Toronto,Municipal,Municipality,Fire Station 334,339 Queens Quay West,13.2662458030601,
City of Toronto,Municipal,Municipality,Fire Station 335,"235 Cibola Ave, Island",14.1364979632544,
City of Toronto,Municipal,Municipality,Fire Station 341,555 Oakwood Ave,12.0732914016784,
City of Toronto,Municipal,Municipality,Fire Station 342,106 Ascot Ave,13.4632660977681,
City of Toronto,Municipal,Municipality,Fire Station 343,65 Hendrick Av,8.52741394861343,
City of Toronto,Municipal,Municipality,Fire Station 344,240 Howland Ave,9.99672183603152,
City of Toronto,Municipal,Municipality,Fire Station 345,1287 Dufferin St,12.5861344770916,
City of Toronto,Municipal,Municipality,Fire Station 411,75 Toryork Dr,6.18983739785774,
City of Toronto,Municipal,Municipality,Fire Station 412,267 Humberline Dr,12.3692644697845,
City of Toronto,Municipal,Municipality,Fire Station 413,1549 Albion Rd,9.6175650706668,
City of Toronto,Municipal,Municipality,Fire Station 415,2120 Kipling Ave,8.6042323097222,
City of Toronto,Municipal,Municipality,Fire Station 421,6 Lambton Ave,9.23204740895571,
City of Toronto,Municipal,Municipality,Fire Station 422,590 Jane St,10.0019065412035,
City of Toronto,Municipal,Municipality,Fire Station 423,358 Keele St,9.5983037019705,
City of Toronto,Municipal,Municipality,Fire Station 424,462 Runnymede Rd,12.2334451019552,
City of Toronto,Municipal,Municipality,Fire Station 425,83 Deforest Rd,4.86462071503552,
City of Toronto,Municipal,Municipality,Fire Station 426,140 Lansdowne Ave,12.2706209172088,
City of Toronto,Municipal,Municipality,Fire Station 431,308 Prince Edward Dr,9.81516493010274,
City of Toronto,Municipal,Municipality,Fire Station 432,155 The East Mall,10.9930407150646,
City of Toronto,Municipal,Municipality,Fire Station 433,615 Royal York Rd,11.4031588023453,
City of Toronto,Municipal,Municipality,Fire Station 434,3 Lunness Rd,8.63882118020138,
City of Toronto,Municipal,Municipality,Fire Station 435,130 Eighth St,8.25710773136619,
City of Toronto,Municipal,Municipality,Fire Station 441,947 Martingrove Rd,5.42189216335738,
City of Toronto,Municipal,Municipality,Fire Station 442,2015 Lawrence Ave W,8.75527537610531,
City of Toronto,Municipal,Municipality,Fire Station 443,1724 Islington Ave,10.643712771178,
City of Toronto,Municipal,Municipality,Fire Station 444,666 Renforth Dr,10.0539155549211,
City of Toronto,Municipal,Municipality,Fire Station 445,280 Burnhamthorpe Rd,7.49817086862764,
City of Toronto,Municipal,Municipality,Fire Stn former TO #35,11 Queens Quay W,13.5004348116652,
City of Toronto,Municipal,Municipality,Fire Training Centre,4562 Sheppard Ave E,6.42346286061547,
City of Toronto,Municipal,Municipality,HUSAR,21 Old Eglinton,11.6595984864314,
City of Toronto,Municipal,Municipality,NE District Office / Station #20,2430 Lawrence Ave E,17.2413822968184,
City of Toronto,Municipal,Municipality,NW District Office & Garage,50 Toryork Dr,8.64361173946734,
City of Toronto,Municipal,Municipality,Rotherham Ave 15,15 Rotherham Ave,6.31036993249651,
City of Toronto,Municipal,Municipality,Station #10,2015 Lawrence Ave.W.,11.19323642538,
City of Toronto,Municipal,Municipality,Station #11,1135 Caledonia Rd,10.2215071917649,
City of Toronto,Municipal,Municipality,Station #12,1535 Albion Rd.,13.2166523228061,
City of Toronto,Municipal,Municipality,Station #13,555 Martin Grove Rd,16.9788820199697,
City of Toronto,Municipal,Municipality,Station #14,321 Rexdale Blvd.#3,10.4549596355813,
City of Toronto,Municipal,Municipality,Station #19,2660 Eglinton Ave.W.,13.7829182638061,
City of Toronto,Municipal,Municipality,Station #22,3100 Eglinton Ave. E.,9.93585503896807,
City of Toronto,Municipal,Municipality,Station #24,3061 Birchmount Rd,10.5730384639338,
City of Toronto,Municipal,Municipality,Station #28,2900 Lawrence Ave.E.,20.2646344918451,
City of Toronto,Municipal,Municipality,Station #31,4219 Dundas St.W.,11.5563703991933,
City of Toronto,Municipal,Municipality,Station #32,9 Clendenan Ave.,6.40162356529363,
City of Toronto,Municipal,Municipality,Station #33,760 Dovercourt Rd,7.3702783131748,
City of Toronto,Municipal,Municipality,Station #34 (save-a-life),674 Markham St,8.28230108716136,
City of Toronto,Municipal,Municipality,Station #37,1288 Queen St.W.,7.54237222004147,
City of Toronto,Municipal,Municipality,Station #38,259 Horner Ave.,13.278093945569,
City of Toronto,Municipal,Municipality,Station #40,58 Richmond St.E.,6.88513715710618,
City of Toronto,Municipal,Municipality,Station #42,1535 Kingston Rd.,12.690710933464,
City of Toronto,Municipal,Municipality,Station #44,887 Pharmacy Ave,11.1200242142409,
City of Toronto,Municipal,Municipality,Station #45,135 Davenport Rd.,6.18157970464147,
City of Toronto,Municipal,Municipality,Station #46,105 Cedarvale Ave.,14.4233755816964,
City of Toronto,Municipal,Municipality,Station #47,3600 St. Clair Ave. E.,8.72362456516428,
City of Toronto,Municipal,Municipality,Toryork Office,40 Toryork Dr,14.3815286622933,
City of Waterloo,Municipal,Municipality,EMS Building (Old Fire Station #2),90 Westmount Drive,9.35525822114117,
City of Waterloo,Municipal,Municipality,Fire Station #1 - Main Building,216 Weber Street North,8.02894457830734,
City of Waterloo,Municipal,Municipality,Fire Station #2,470 Columbia Street W.,5.35738409955374,
City of Waterloo,Municipal,Municipality,Fire Station #3,150 Northfield Drive,10.5518657335522,
City of Waterloo,Municipal,Municipality,Fire Station #4,911 University Avenue East,7.70432451115161,
