index,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2,org_rank,op_type_rank,city_rank
0,Alexandra Hospital,29 Noxon Street,N5C3V6,69.5970902978408,43.0309193,-80.876204,9,857,74,41046.0,1,683,20
1,Alexandra Hospital,29 Noxon Street,N5C3V6,69.5970902978408,43.0309193,-80.876204,25,857,74,50167.0,1,204,20
2,Glengarry Memorial Hospital,20260 County Road 43,K0C1A0,79.6919238021164,45.3069251,-74.645664,9,939,432,3953.0,2,695,9
3,Glengarry Memorial Hospital,20260 County Road 43,K0C1A0,79.68923524384971,45.3069251,-74.645664,25,939,432,51016.0,1,236,8
4,Adult Ed - Blind River (WC Eaket),147 Woodward Ave,P0R1B0,266.361078476652,46.18837449999999,-82.9466189,10,782,248,1128.0,57,4811,10
5,Adult Ed - Central Algoma,32 Kensington Rd,P0R1E0,35.3527140468554,46.3525528,-83.96722249999998,10,989,248,11288.0,53,4721,3
6,Adult Ed - Chapleau Learning Ctre,34 Birch Street,P0M1K0,7.16638418079096,47.84052399999999,-83.39976089999998,10,692,248,3540.0,2,60,2
7,Adult Ed - Superior Heights,750 North St,P6B2C5,28.010823788292303,46.5395568,-84.3349063,10,110,248,17785.0,41,4419,55
8,Adult Ed/Con Ed - (Alex Henry),232 Northern Ave E,P6B4H6,19.4052868601016,46.5341068,-84.3234535,10,110,248,130173.0,18,2643,23
9,Adult Ed/Co-op (former SF Howe),440 Northland Road,P6A2K7,23.396534717146697,46.5094305,-84.3270962,10,110,248,17776.0,32,3752,39
10,Adult Education - Elliot Lake,50 Roman Ave,P5A1R9,82.6590787607967,46.380004,-82.655878,10,1131,248,11045.0,56,4803,20
11,Anna McCrea PS,250 Mark St,P6A3M7,20.2042815005378,46.5054388,-84.28714850000001,10,110,248,32700.0,20,2884,25
12,Arthur Henderson PS,2 Henderson Lane,P0R1C0,22.0359079183578,46.3024273,-83.7822006,10,203,248,24810.0,27,3435,5
13,Aweres 1 PS,85 Hwy 556,P6A5K7,21.6194654225607,46.5385579,-84.31544240000002,10,110,248,25908.0,26,3319,28
14,Ben R McMullin PS,24 Paradise Ave,P6B5K2,17.0188316402829,46.5237498,-84.298918,10,110,248,22098.0,7,1753,11
15,Blind River PS,19 Hanes Ave,P0R1B0,21.477262802308804,46.1840953,-82.95830720000002,10,782,248,48243.0,25,3272,6
16,Carl Beck- leased,52 Winston Road,P0S1K0,31.9734078445455,47.992392,-84.771007,9,664,248,5500.0,49,451,15
17,Central Algoma SS,32 Kensington Rd,P0R1E0,35.3527140329361,46.3525528,-83.96722249999998,10,989,248,101593.0,52,4720,2
18,Central Avenue PS,81 Central Ave,P5A2G4,17.3936463892941,46.3897942,-82.65779870000001,10,1131,248,34556.0,8,1897,4
19,Chapleau JK-12 School,20 Teak Street,P0M1K0,29.422720417076,47.84052399999999,-83.39976089999998,10,692,248,42635.0,46,4530,10
20,East Area Office - Elliot Lake,50 Roman Ave,P5A1R9,23.809010856767802,46.380004,-82.655878,9,1131,248,11045.0,33,304,14
21,East View PS,75 Arizona Ave,P6A4L9,23.3932059925017,46.51684789999999,-84.2804615,10,110,248,29482.0,31,3751,38
22,Echo Bay Central PS,290 Church St,P0S1C0,29.0614600263612,46.4850014,-84.0618436,10,66,248,18783.0,44,4515,11
23,Education Centre,644 Albert St. E.,P6A2K7,31.4756930107657,46.508751200000006,-84.32676889999998,9,110,248,43100.0,48,442,74
24,Elliot Lake SS (Sec),303 Mississauga Ave,P5A1E8,24.2820436057528,46.376033,-82.66102599999998,10,1131,248,102332.0,34,3933,15
25,Esten Park Public School,115 Hergott Avenue,P5A3B4,20.8844293664802,46.37240900000001,-82.618872,10,1131,248,28866.0,22,3089,11
26,Etienne Brule PS,226 Queen St W,P6A1A4,17.998079913014898,46.5181378,-84.3451194,10,110,248,40536.0,13,2135,16
27,Francis H Clergue PS,80 Weldon Ave,P6B3C6,31.045653021880106,46.5173491,-84.3104381,10,110,248,27140.0,47,4615,72
28,Grandview PS,161 Denwood Dr,P6A5R4,43.9435854056287,46.5097756,-84.26525040000001,10,110,248,27538.0,55,4778,86
29,Greenwood PS,8 Fourth Line W,P6A5K8,26.7940649102284,46.5667019,-84.35237409999998,10,110,248,26629.0,39,4289,51
30,H M Robbins PS,83 East Balfour St,P6C1X4,25.579190853629196,46.532815,-84.38990199999998,10,110,248,25184.0,36,4154,49
31,Hornepayne Jk-12 School,162 Fourth Avenue,P0M1Z0,23.1064419438925,49.2165736,-84.77323059999998,10,1025,248,24304.0,30,3694,5
32,Isabel Fletcher PS,599 Third Line W,P6A6K4,16.3713532403874,46.5515275,-84.38079640000002,10,110,248,25639.0,4,1529,8
33,Johnson-Tarbutt Central PS,5 Margaret Street,P0R1E0,18.6642954236297,46.3472036,-83.92492419999998,10,989,248,15235.0,15,2388,1
34,Kiwedin PS,735 North St,P6B2C4,17.0146739869053,46.539622,-84.334929,10,110,248,24018.0,6,1751,10
35,Korah C & VS/Inter. Sch,636 Goulais Ave,P6C5A7,18.830544731621803,46.54242,-84.38212519999998,10,110,248,179994.0,16,2448,18
36,Michipicoten HS- perpetual leased,86 Magpie Rd.,P0S1K0,28.785611306166896,47.992392,-84.771007,10,664,248,87539.0,43,4493,13
37,Missarenda Consolidated PS,P.O. Box 62,P0M1H0,22.2352651874785,48.316666999999995,-84.083333,10,683,248,5049.0,29,3482,1
38,Mountain View PS,21 Mahler Rd,P0S1E0,21.1345993068013,46.7719202,-84.35916359999997,10,580,248,29783.0,24,3154,1
39,Northern Heights PS,210 Grand Blvd,P6B4S8,20.4053584911485,46.5304545,-84.329836,10,110,248,22851.0,21,2941,27
40,Northern Office - Wawa,36 McKinley St.,P0S1K0,17.4293545182977,47.992392,-84.771007,9,664,248,1779.0,10,158,6
41,Parkland PS,54 Amber St,P6A5G2,18.430742773792602,46.5140424,-84.25885099999998,10,110,248,35632.0,14,2300,17
42,Pinewood PS,3924 Queen St E,P6A5K9,25.8793744989328,46.5247801,-84.2465004,10,110,248,22324.0,37,4193,50
43,Plant Office - SSM,190 Northern Ave. E.,P6B4H6,33.4078364767089,46.5340893,-84.32657320000001,9,110,248,11206.0,50,475,76
44,Prince Charles Sec/AEC,550 Northern Ave E,P6B4J4,24.6970846369845,46.5341394,-84.30770660000002,10,110,248,19473.0,35,4006,47
45,Queen Elizabeth PS,139 Elizabeth St,P6A3Z5,22.1092039768191,46.5077029,-84.30350589999998,10,110,248,25797.0,28,3458,31
46,R M Moore PS,1272 Base Line,P6A6K4,29.357890558002506,46.5214436,-84.42334989999998,10,110,248,24724.0,45,4528,62
47,River View PS,51 Wireless Ave,P6B1L4,16.5024636686545,46.5171624,-84.29829989999998,10,110,248,29955.0,5,1569,9
48,Rockhaven TR School,1859 Riverview Road,P0P1V0,36.7292075214936,46.20981629999999,-82.528221,10,185,248,7750.0,54,4734,2
49,Rosedale PS,90 Chapple St,P6B3N9,17.7866873075511,46.5238655,-84.31085759999998,10,110,248,32779.0,11,2055,14
50,Searchmont (closed),Hwy 632 ,P6A2K7,0.457273506716205,51.253775,-85.32321390000001,10,475,248,6998.0,1,9,1
52,Sir James Dunn P.S. (Wawa),36 McKinley St.,P0S1K0,17.4293545172664,47.992392,-84.771007,10,664,248,33803.0,9,1912,5
53,St Joseph Island Central S,1326 Richards Street,P0R1J0,21.0709757464434,46.28746899999999,-84.03203429999998,10,1164,248,24046.0,23,3135,8
54,Superior Heights C&VS & Interm. School,750 North St,P6B2C5,28.0108237952921,46.5395568,-84.3349063,10,110,248,160066.0,42,4420,56
55,Tarentorus PS,96 Northwood St,P6B4M4,20.0004260746077,46.5455876,-84.30870709999998,10,110,248,25305.0,19,2817,24
56,Thessalon PS (Jr) ,266 Federation St.,P0R1L0,17.8670373792918,46.2610177,-83.5576906,10,510,248,10950.0,12,2083,6
57,Thessalon PS (Sr),90 Stanley Street,P0R1L0,26.4937454774642,46.2601879,-83.5598973,10,510,248,18783.0,38,4259,13
58,Urban Aboriginal School,188 Kohler St,P6A3V1,19.27224186856689,46.5087505,-84.31658600000002,10,110,248,20383.0,17,2598,22
59,W C Eaket SS,147 Woodward Ave,P0R1B0,16.2297537799715,46.18837449999999,-82.9466189,10,782,248,107772.0,3,1477,4
60,White Pines C & VS & Intermediate School,1007 Trunk Rd,P6A5K9,26.8066757479599,46.5294592,-84.2563947,10,110,248,189993.0,40,4291,52
61,Wm Merrifield VC PS,331 Patrick St,P6C3Y9,34.7838640706186,46.5337785,-84.35302990000002,10,110,248,26468.0,51,4712,77
62,ALCDSB Catholic Education Centre,151 Dairy Ave,K7R4B2,20.8267662776722,44.2549595,-76.94794089999998,9,1161,450,26059.0,23,222,25
63,Archbishop O Sullivan Catholic School,974 Pembridge Cres,K7P1A3,32.8199369585342,44.249937,-76.5855153,10,581,450,29289.0,40,4673,91
64,Ecole Cathedrale Catholic School,301 Johnson St,K7L1Y5,18.4347023768243,44.2315102,-76.49083739999998,10,581,450,35079.0,13,2301,39
65,Georges Vanier Catholic School,100 Tracey Street,K8P2R8,18.41932066181689,44.1840115,-77.39865859999998,10,1074,450,30664.0,12,2293,33
66,Holy Cross Catholic Secondary School,1085 Woodbine Rd,K7P4V9,17.9865196543203,44.2582777,-76.5988395,10,581,450,144338.0,10,2129,34
67,Holy Family Catholic School,114 Wiley St,K7K5B5,20.8682444663683,44.2606625,-76.48928839999998,10,581,450,25359.0,24,3083,50
68,Holy Name Catholic School,"370 Kingston Mills Road, RR 6",K7L4V3,12.8743923838444,44.2991144,-76.424756,10,581,450,22244.0,1,533,15
69,Holy Name of Mary Catholic School,7314 Old Highway 2,K0K2N0,28.70601808770889,44.22470379999999,-77.14005379999998,10,920,450,12311.0,37,4484,1
70,Holy Rosary Catholic School,10 Prince of Wales Drive,K8P2T4,25.7861435339153,44.1782632,-77.384641,10,1074,450,20311.0,31,4179,58
71,J J O'Neill Catholic School,240 Marilyn Ave,K7R2L4,24.985199493611802,44.247375,-76.96440489999998,10,1161,450,20249.0,29,4056,33
72,John XXIII Catholic School,736 High Gate Park Dr,K7M5Z9,29.5773403327887,44.2465581,-76.6046223,10,581,450,27584.0,38,4540,89
73,Mother Teresa Catholic School,1044 Lancaster Dr,K7P2L6,23.3297684329815,44.2560866,-76.597948,10,581,450,37967.0,28,3739,63
74,Nicholson Catholic College,301 Church Street,K8N3C7,22.9816232462914,44.167895,-77.38269,10,1074,450,94420.0,27,3661,49
75,Our Lady of Fatima Catholic School,300 Sidney Street,K8P3Z3,26.9617845401802,44.1657683,-77.4009233,10,1074,450,20415.0,34,4313,59
76,Our Lady of Lourdes Catholic School,20 Cranbrook St,K7M4M9,27.422354709433797,44.219787,-76.5708099,10,581,450,25270.0,35,4357,83
77,Our Lady of Mercy Catholic School,"192 Bridge Street, West, P.O. Box 778",K0L1C0,30.607334832733606,45.056472,-77.86243990000001,10,354,450,20773.0,39,4595,29
78,Our Lady of Mount Carmel Catholic School,97 Park Cres,K7N1L7,18.148794779638106,44.2241216,-76.64169709999999,10,1068,450,29838.0,11,2194,7
79,Plant Operations (East),131 Grant Timmons Drive,K7M8N3,17.2286579920033,44.2680493,-76.52368640000002,9,581,450,6000.0,7,152,31
80,Regiopolis - Notre Dame Catholic Secondary School,130 Russell St,K7K2E9,19.428252815470106,44.2438088,-76.49381690000001,10,581,450,136981.0,17,2646,44
81,Sacred Heart Catholic School (Batawa),"31 Thomas Bata Blvd., P.O. Box 135",K0K1E0,20.9881459073018,44.176016,-77.596994,10,125,450,15558.0,25,3108,2
82,Sacred Heart Catholic School (Marmora),"50 Bursthall Street, P.O. Box 280",K0K2M0,20.113847757323,44.4808951,-77.6788778,10,338,450,19453.0,20,2856,14
83,Sacred Heart Catholic School (Wolfe Island),"57 Road 95, Box 59",K0H2Y0,19.3196011693795,44.16001139999999,-76.4215988,10,391,450,16138.0,15,2611,8
84,St Carthagh Catholic School,"114 Hungerford Road, P.O. Box 279",K0K3J0,21.3123111039187,44.49675,-77.30422589999998,10,379,450,33513.0,26,3216,6
85,St Gregory Catholic School,"7 Owen Street, P.O. Box 1449",K0K2T0,18.5677562497067,44.008942,-77.13752190000002,10,7,450,24694.0,14,2352,10
86,St Joseph & St Mary Catholic School,671 Brock Street,K7L1V7,26.4185976119235,44.2328086,-76.5066131,10,581,450,15790.0,33,4250,77
87,St Joseph Catholic School,"405 Bridge Street, East",K8N1P7,16.6802011811316,44.1695062,-77.3586473,10,1074,450,28445.0,5,1634,25
88,St Marguerite Bourgeois Catholic School,355 Waterloo Drive,K7M8P5,19.6616516136939,44.25372539999999,-76.5521761,10,581,450,35765.0,19,2708,45
89,St Martha Catholic School,455 St. Martha Street,K7K7C2,14.9493218602335,44.265156,-76.4483891,10,581,450,48040.0,2,1040,20
90,St Martin Catholic School,"1 Post Street, PO Box 177",K0J2M0,15.5520010627624,45.4928047,-78.2388062,10,321,450,15100.0,3,1239,6
91,St Mary Catholic School (Read),"1285 Read Side Road, RR 1",K0K3A0,25.974541353344804,44.2518705,-77.2060241,10,383,450,7665.0,32,4204,2
92,St Mary Catholic School (Trenton),85 Campbell Street,K8V3A2,35.361670622186296,44.1086625,-77.5667958,10,575,450,46393.0,42,4722,27
93,St Michael Catholic School,273 Church Street,K8N3C7,17.7182663837977,44.167313,-77.38244559999998,10,1074,450,59842.0,8,2036,29
94,St Patrick Catholic School (Erinsville),6041 Highway 41,K0K2A0,19.4949715237696,44.4852241,-77.0522233,10,427,450,9418.0,18,2665,1
95,St Patrick Catholic School (Harrowsmith),389 Wilton Rd,K0H1V0,33.645994482501806,44.3737845,-76.68556650000002,10,78,450,24584.0,41,4691,2
96,St Patrick Catholic School (Kingston),158 Patrick St,K7K3P5,20.2384264124523,44.240772,-76.489649,10,581,450,33671.0,21,2896,47
97,St Paul Catholic School (Kingston),266 McMahon Ave,K7M3H2,25.3661714036072,44.24971970000001,-76.5239601,10,581,450,14484.0,30,4126,71
98,St Paul Catholic Secondary School,15 Tripp Blvd.,K8V6M2,16.118584518569698,44.09436600000001,-77.5974,10,575,450,69915.0,4,1443,6
99,St Peter Catholic School (Kingston),48 Seventh Ave,K7K2M4,20.6915767330318,44.24732410000001,-76.50080870000002,10,581,450,14446.0,22,3022,48
100,St Peter Catholic School (Trenton),101 Queen Street,K8V4Y2,17.7756907809733,44.0992013,-77.5792877,10,575,450,55513.0,9,2050,12
101,St Theresa Catholic Secondary School,135 Adam Street,K8N5S1,27.7666839348603,44.19098260000001,-77.38237699999998,10,1074,450,97647.0,36,4400,60
102,St Thomas More Catholic School,234 Norman Rogers Dr,K7M2R4,19.37555363740589,44.23413619999999,-76.52291740000003,10,581,450,26336.0,16,2629,43
103,St. James Major Catholic School ,14608 HWY 38,K0H2P0,16.8058409440157,44.787799,-76.6782357,10,103,450,3455.0,6,1681,4
104,ACOV,1 College Way,K8A0C8,57.1796475302802,45.82665129999999,-77.11088259999998,23,628,393,3502.0,71,79,44
105,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,9,628,393,11824.0,67,639,40
106,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,23,568,393,4811.0,63,69,443
107,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,9,568,393,37160.0,63,493,443
108,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418994,45.3470899,-75.7594613,23,568,393,7619.0,15,34,268
109,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,9,568,393,56896.0,12,264,265
110,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018091,44.90216450000001,-76.2378882,23,300,393,2696.0,35,59,28
111,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018092,44.90216450000001,-76.2378882,9,300,393,11453.0,37,453,30
112,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941737,45.3470899,-75.7594613,23,568,393,708.0,74,82,521
113,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941736,45.3470899,-75.7594613,9,568,393,4597.0,72,679,519
114,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,23,568,393,1097.0,43,63,402
115,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,79429.0,43,463,402
116,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,23,568,393,1642.0,39,62,398
117,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,65545.0,43,463,402
118,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,23,568,393,8355.0,43,63,402
119,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,95187.0,43,463,402
120,Building D,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,12256.0,43,463,402
121,Building E,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,9,568,393,73684.0,28,444,387
122,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539255,45.3470899,-75.7594613,9,568,393,3391.0,32,446,391
123,Building J,1385 Woodroffe Avenue,K2G1V8,19.867494446198002,45.3470899,-75.7594613,23,568,393,956.0,7,21,206
124,Building J,1385 Woodroffe Avenue,K2G1V8,19.8674944461979,45.3470899,-75.7594613,9,568,393,24882.0,5,204,204
125,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,2951.0,43,463,402
126,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,23,568,393,353.0,18,54,355
127,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706782,45.3470899,-75.7594613,9,568,393,12805.0,16,404,353
128,Early Learning Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,9,568,393,15984.0,39,462,398
129,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,23,568,393,1206.0,43,63,402
130,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,9,568,393,19013.0,43,463,402
131,Physical Resources,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,9,568,393,13564.0,28,444,387
132,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,23,568,393,3024.0,18,54,355
133,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,9,568,393,27234.0,18,405,355
134,Residence - Phase 1,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,9,568,393,17276.0,1,176,173
135,Residence - Phase 2,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,9,568,393,15826.0,1,176,173
136,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,9,568,393,17241.0,9,214,217
137,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231771,45.3470899,-75.7594613,9,568,393,1874.0,76,722,541
138,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.095865970678396,45.3470899,-75.7594613,23,568,393,1181.0,27,56,364
139,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,9,568,393,5624.0,18,405,355
140,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231772,45.3470899,-75.7594613,3,568,393,1691.0,77,299,542
141,Thunderdome Soccer Facility,1385 Woodroffe Avenue,K2G1V8,372.193209231772,45.3470899,-75.7594613,2,568,393,2113.0,77,73,542
142,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941737,45.3470899,-75.7594613,19,568,393,3041.0,74,160,521
143,Animal Health Care Centre,1385 Woodroffe Avenue,K2G1V8,68.4526918941736,45.3470899,-75.7594613,3,568,393,1789.0,72,291,519
144,ACOV,1 College Way,K8A0C8,57.179647530280114,45.82665129999999,-77.11088259999998,19,628,393,11851.0,70,154,43
145,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,2,628,393,7612.0,67,67,40
146,ACOV,1 College Way,K8A0C8,57.17964753028001,45.82665129999999,-77.11088259999998,3,628,393,17919.0,67,285,40
147,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,19,568,393,38499.0,63,113,443
148,Advanced Technology Centre,1385 Woodroffe Avenue,K2G1V8,35.2632267795009,45.3470899,-75.7594613,3,568,393,44892.0,63,219,443
149,Building C,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,19,568,393,13235.0,60,107,419
150,Building B,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,3,568,393,122538.0,60,207,419
151,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.705591361638604,45.3470899,-75.7594613,19,568,393,25512.0,60,107,419
152,Philip Killeen Hospitality Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,3,568,393,22570.0,43,203,402
153,Building D,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,3,568,393,29527.0,43,203,402
154,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,19,568,393,35323.0,43,104,402
155,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,19,568,393,8706.0,43,104,402
156,Building M,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,3,568,393,2671.0,43,203,402
157,Building B,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,19,568,393,15741.0,43,104,402
158,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,3,568,393,91275.0,43,203,402
159,Building A,1385 Woodroffe Avenue,K2G1V8,32.7055913616385,45.3470899,-75.7594613,2,568,393,37696.0,43,43,402
160,Building C,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,3,568,393,69390.0,39,201,398
161,Early Learning Centre,1385 Woodroffe Avenue,K2G1V8,32.7055913616384,45.3470899,-75.7594613,3,568,393,1772.0,39,201,398
162,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018092,44.90216450000001,-76.2378882,3,300,393,13804.0,37,193,30
163,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.1138675018091,44.90216450000001,-76.2378882,19,300,393,13174.0,35,98,28
164,Algonquin Heritage Institute,7A Craig Street,K7H1X7,32.113867501809004,44.90216450000001,-76.2378882,2,300,393,1096.0,34,40,27
165,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539255,45.3470899,-75.7594613,19,568,393,7787.0,32,96,391
166,Physical Resources,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,3,568,393,1180.0,28,187,387
167,Building F,1385 Woodroffe Avenue,K2G1V8,31.5773306539254,45.3470899,-75.7594613,3,568,393,2899.0,28,187,387
168,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,19,568,393,18295.0,18,90,355
169,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,19,568,393,24586.0,18,90,355
170,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,19,568,393,23976.0,18,90,355
171,Transportation Technology Centre,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,3,568,393,3377.0,18,162,355
172,Police and Public Safety Institute,1385 Woodroffe Avenue,K2G1V8,29.0958659706783,45.3470899,-75.7594613,3,568,393,39023.0,18,162,355
173,Building N,1385 Woodroffe Avenue,K2G1V8,29.0958659706782,45.3470899,-75.7594613,3,568,393,18960.0,16,161,353
174,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,3,568,393,90288.0,12,100,265
175,Algonquin Centre for Construction Excellence,1385 Woodroffe Avenue,K2G1V8,22.1312260418993,45.3470899,-75.7594613,19,568,393,57998.0,12,57,265
176,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,3,568,393,2110.0,9,78,217
177,Residence - Phase 3,1385 Woodroffe Avenue,K2G1V8,20.405799119817,45.3470899,-75.7594613,15,568,393,102527.0,9,24,217
178,Building J,1385 Woodroffe Avenue,K2G1V8,19.867494446198002,45.3470899,-75.7594613,19,568,393,16561.0,7,44,206
179,Building J,1385 Woodroffe Avenue,K2G1V8,19.8674944461979,45.3470899,-75.7594613,3,568,393,21201.0,5,76,204
180,Residence - Phase 2,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,15,568,393,98210.0,1,18,173
181,Residence - Phase 1,1385 Woodroffe Avenue,K2G1V8,18.479694163457502,45.3470899,-75.7594613,15,568,393,99708.0,1,18,173
182,Mental Health Centre,200 Fletcher Crescent,L9R1W7,15.995432258166199,44.1546874,-79.87364000000002,9,3,590,6192.0,1,125,14
183,Stevenson Memorial Hospital,200 Fletcher Crescent,L9R1W7,84.2024124128644,44.1546874,-79.87364000000002,9,3,590,15398.0,3,697,26
184,Mental Health Centre,200 Fletcher Crescent,L9R1W7,15.995432258166199,44.1546874,-79.87364000000002,25,3,590,1548.0,1,8,14
185,Stevenson Memorial Hospital,200 Fletcher Crescent,L9R1W7,84.2024124128645,44.1546874,-79.87364000000002,25,3,590,61593.0,4,245,27
186,Hospital Admin,75 Spring Street,K0A1A0,52.476423544154386,45.2287765,-76.18997879999998,9,644,579,4405.0,1,612,13
187,Almonte General Hospital,75 Spring Street,K0A1A0,56.07276040586429,45.2287765,-76.18997879999998,25,644,579,64253.0,2,127,14
188,Arnprior and District Memorial Hospital,350 John StreetN,K7S2P6,83.8646813727657,45.44314179999999,-76.3544886,25,81,367,91025.0,1,241,22
189,Atikokan General Hospital,120 Dorothy Street,P0T1C0,89.00669676512459,48.757646,-91.62051590000002,9,197,484,1124.0,2,702,16
190,Atikokan General Hospital,120 Dorothy Street,P0T1C0,13.784012146016199,48.757646,-91.62051590000002,25,197,484,60596.0,1,5,6
191,Anne Hathaway Public School,77 Bruce St,N5A4A2,17.6420451427192,43.3578979,-80.97263550000002,10,742,660,51946.0,7,1996,6
192,Avon PS,31 Huntingdon Ave,N5A6N7,18.7183750818932,43.3744349,-80.99764559999998,10,742,660,30903.0,11,2408,11
193,Bedford PS,59 Bedford Dr,N5A5J7,15.5791968746052,43.3822252,-80.97233729999998,10,742,660,36984.0,3,1250,4
194,Bluewater Coast ES,85 York Street,N0M1X0,17.962392840111306,43.4314912,-81.50095069999998,10,232,660,24164.0,8,2119,4
195,Brookside PS,36937 Belgrave Rd (Ashf-ACW),N0G2H0,20.5861882859728,43.96100000000001,-81.513,10,407,660,28050.0,19,2998,13
196,Central Huron SS,165 Princess St E,N0M1L0,23.2310630507546,43.61693629999999,-81.5343453,10,421,660,144925.0,34,3719,9
197,Central Perth E S,4663 Road 135 (Ellc-PE),N0K1X0,19.7233034489428,43.3936165,-81.0644263,10,183,660,29999.0,17,2729,3
