index,operation_name,Address,Zip,en_intensity_ekWh_sqft,lat,lng,dim_operation_type,dim_City,dim_organization,tot_floor_area_ft2,org_rank,op_type_rank,city_rank
11088,Mountain View ES,300 Spruce Street,L9Y3H1,20.1532059674878,44.4971199,-80.2303848,10,1150,330,34546.0,93,2869,7
11089,Mundy's Bay,340 Sixth Street,L4R3Y4,9.798323583814561,44.7447815,-79.8924561,10,1032,330,56833.0,6,135,5
11090,Nantyr Alternative,2093A Lilac Drive,L9S1Z1,21.1925153627129,44.3159904,-79.5410995,10,80,330,2035.0,99,3179,11
11091,Nantyr Shores,1146 Anna Maria Blvd,L9S1W2,16.7628858232435,44.3050079,-79.5542603,10,80,330,164171.0,54,1661,7
11092,New Lowell Central PS,5197 County Road 9,L0M1N0,16.2928442333982,44.3591766,-79.9669495,10,1092,330,27629.0,49,1499,1
11093,Nottawa PS,"81 batteaux Road, RR#2",L0M1P0,19.5857435230085,44.4620274,-80.19755620000002,10,734,330,33637.0,87,2687,2
11094,Nottawasaga & Creemore PS,240 Collingwood Street,L0M1G0,17.1460152307734,44.3295326,-80.1102753,10,903,330,19215.0,61,1797,3
11095,Nottawasaga Pines Alternative School,211 Mill Street,L0M1B0,15.6639855098696,44.32695770000001,-79.88893890000001,10,43,330,1500.0,44,1278,2
11097,Oakley Park PS,22 Davidson Street,L4M3R8,14.6203760663252,44.3992615,-79.687973,10,466,330,60424.0,33,964,21
11098,Orchard Park PS,24 Calverley Street,L3V3T4,22.514609905792998,44.6196442,-79.43092349999998,10,392,330,43681.0,104,3544,23
11099,Orillia Adult Learning Centre,575 West. St.,L3V7N6,58.7624096523567,44.5945969,-79.4085312,10,392,330,2499.0,125,4795,55
11100,Orillia Alternative,70 Front Street,L3V4R8,27.9942333240122,44.611805,-79.41571040000002,10,392,330,2499.0,120,4417,36
11101,Orillia DCVI,2 Borland Street,L3V2B4,19.6796047413094,44.6154785,-79.42534640000002,10,392,330,155763.0,89,2717,22
11102,Park Street Collegiate,233 Park Street,L3V5W1,18.6695297506022,44.61244960000001,-79.4332199,10,392,330,128182.0,78,2392,18
11103,Penetanguishene SS,51 Dunlop Street,L9M1J3,25.45362964535261,44.7715263,-79.9196625,10,619,330,98297.0,116,4140,6
11104,Pine River ES,45 Brian Avenue,L0M1B0,20.3747348194614,44.3217621,-79.8926163,10,43,330,28861.0,96,2930,4
11105,Port McNicoll PS,722 Seventh Avenue,L0K1R0,22.5969777061492,44.7460823,-79.81214140000002,10,1075,330,33632.0,105,3567,5
11106,Portage View PS,124 Letitia Street,L4N1P5,13.109610431933598,44.3912811,-79.71597290000003,10,466,330,55182.0,18,588,14
11107,Prince of Wales PS- closed,50 Bradford Street,L4N3A8,11.7289900029058,44.3849258,-79.6940918,10,466,330,30511.0,11,323,8
11108,Rama Central PS,7269 Hwy 169,L0K2B0,14.796199671939002,44.7256317,-79.28628540000003,10,436,330,24540.0,34,1012,2
11109,Regent Park PS,485 Regent Street,L3V1G8,15.271280265929999,44.5992699,-79.398201,10,392,330,65900.0,42,1154,10
11110,Shanty Bay PS,"1871 Ridge Road West, R R. #1",L0L2L0,22.1132909055898,44.4147072,-79.5758209,10,192,330,26327.0,103,3460,1
11111,Sir William Osler PS,"3823 Hwy 88, R. R. #1",L3Z2A4,27.854239186919106,44.0961571,-79.645256,10,1063,330,20282.0,119,4409,21
11112,Sir William Osler PS Annex (Bond Head),4208 Hwy 88,L0G1B0,18.9160784373302,44.0914268,-79.6682892,9,1078,330,2583.0,83,184,1
11113,St. Paul's,"3239 St,. Paul's Crescent",L9S3B6,38.8112330538765,44.34673040000001,-79.6249272,9,80,330,2747.0,124,524,24
11114,Stayner CI,7578 Hwy 26,L0M1S0,20.668677202196697,44.425972,-80.0975037,10,600,330,73728.0,97,3015,4
11115,Steele Street PS,36 Steele Street,L4M2E7,16.3411612871059,44.4027405,-79.6721725,10,466,330,41676.0,50,1514,32
11116,Sunnybrae PS,218 Sunnybrae Avenue,L0L2M0,14.2365571918275,44.3261528,-79.61704250000003,10,544,330,42265.0,30,868,1
11117,Tecumseth Beeton,"4063 Sideroad 10, RR#4",L0L1L0,13.8399502435258,44.2168609,-79.70846569999998,10,651,330,49926.0,24,756,1
11118,Tecumseth North ES,4063 Side Road,L0L1L0,16.695370591691102,44.2168609,-79.70846569999998,9,651,330,15465.0,53,139,2
11119,Tecumseth South Central PS,2124 10th Side Road,L0G1W0,13.8728146531485,44.0435371,-79.7730942,10,1133,330,27009.0,25,762,1
11120,Terry Fox Elementary School,100 Livingston Street E,L4M6X9,18.036774639133803,44.41556170000001,-79.70224759999998,10,466,330,56139.0,73,2156,46
11121,Tosorontio Central PS,7016 County Road 13,L0M1J0,16.9093771687663,44.2251167,-79.96281429999998,10,1176,330,35236.0,55,1710,3
11122,Tottenham PS,21 Rogers Road,L0G1W0,15.988876396352902,44.0193253,-79.802803,10,1133,330,42908.0,45,1402,5
11123,Trillium Woods,20 Elm Brook Drive,L4N0Z1,9.7440651310879,44.3423309,-79.6991119,10,466,330,55480.0,5,129,4
11124,Twin Lakes SS,381 Birch Street,L3V2P5,14.0414342890972,44.594101,-79.4338531,10,392,330,137515.0,27,811,6
11125,Uptergrove PS,4833 Muley Pt. Road,L3V6H7,17.4929472723136,44.5992508,-79.302948,10,392,330,28993.0,69,1934,13
11126,Victoria Harbour ES,1 MacKenzie Cres.,L0K2A0,18.9974503991769,44.7517815,-79.77098079999998,10,309,330,30542.0,84,2511,3
11127,W. C. Little Elementary School,11 Bearcreek Drive,L4N9M6,11.350556167219901,44.3285294,-79.73046109999999,10,466,330,68526.0,10,274,7
11128,W. H. Day ES,410 Maplegrove Avenue,L3Z2K7,20.090112535942602,44.1042175,-79.569397,10,1063,330,48691.0,92,2849,8
11129,W. R. Best Memorial PS,222 Simcoe Rd. RR#2,L0L2L0,22.8368798846413,44.415148200000004,-79.585034,10,192,330,29495.0,108,3632,2
11130,Warminster ES,4031 Line 13 North O-M,L0K2G0,26.4701108261456,44.63764570000001,-79.5452881,10,720,330,19625.0,117,4257,1
11131,Warnica PS,211 Warnica Road,L4N3Z2,21.47279446238669,44.3594704,-79.64871219999998,10,466,330,40026.0,101,3270,62
11132,Waubaushene ES,36 Hazel Street,L0K2C0,16.116197986759698,44.757412,-79.7100677,10,1069,330,14370.0,48,1442,2
11133,Waubaushene Pines,199 Pine St.,L0K2C0,16.9854471543064,44.7547188,-79.71071620000002,9,1069,330,6583.0,59,147,3
11134,West Bayfield ES,49 Ford Street,L4N7J4,20.3413033714498,44.4069595,-79.7210693,10,466,330,57416.0,95,2920,59
11135,Willow Landing ES,330 Big Bay Point Road,L4N8A8,12.141725632904198,44.3538399,-79.6628571,10,466,330,63970.0,14,396,9
11136,Wm. B. Wright,"204 Line 15 N, Oro-Medonte",L3V6H2,13.203415284531903,44.5727844,-79.449646,9,392,330,6743.0,20,79,5
11137,Worsley ES,31 40th Street South,L0L2P0,22.604826791923198,44.47935870000001,-80.0647812,10,443,330,37802.0,106,3570,12
11138,Wyebridge,7959 Hwy 93,L4R4K4,9.53541162215072,44.695276,-79.884289,9,1112,330,6169.0,4,42,1
11139,Wyevale Central PS,20 Concession 5 E,L0L2T0,18.5145295190153,44.6552505,-79.9248276,10,525,330,24541.0,77,2332,1
11140,Canadian Martyrs,7 Bellisle Rd,L9M1N6,16.626659433849,44.7639165,-79.9380173,10,619,656,37501.0,15,1615,1
11141,Catholic Education Centre,46 Alliance Blvd,L4M5K3,23.347511784443398,44.4105301,-79.6803589,9,466,656,21108.0,47,293,65
11142,Father F.X. O'Reilly,"235 Queen St. North, P.O. Box 520",L0G1W0,19.02285412328461,44.03171920000001,-79.8088379,10,1133,656,34517.0,35,2522,10
11143,Foley,2162 Concession Road 4,L0K1B0,21.322129872781602,44.5478477,-79.17292020000002,10,480,656,14679.0,44,3219,1
11144,Holy Cross,910 Leslie Dr,L9S2B8,13.907635006364,44.3221436,-79.54676059999998,10,80,656,47651.0,8,771,6
11145,Holy Family,180 King St S,L9R1B9,16.3850315727362,44.1426506,-79.8765717,10,1031,656,41861.0,14,1533,2
11146,Holy Trinity HS,100 Melbourne Cr. P.O. Box 865,L3Z2B3,21.7206846465871,44.10712720000001,-79.57847679999998,10,1063,656,110635.0,45,3347,13
11147,Jean Vanier HS,160 Collins St,L9Y4R1,20.7675836866744,44.4898758,-80.2073517,10,1150,656,98749.0,41,3047,8
11148,Marie of the Incarnation,105 Colborne St,L3Z1C4,17.7135104713035,44.1193504,-79.560997,10,109,656,30465.0,26,2031,3
11149,Monsignor Castex,120 Penetanguishene Rd,L4R4L3,17.0859082544224,44.7431145,-79.9113541,10,1032,656,25693.0,19,1776,7
11150,Monsignor Clair,345 Livingstone St E,L4M7B5,17.6711258940226,44.4137498,-79.6840568,10,466,656,50364.0,25,2011,43
11151,Monsignor J.E. Ronan,10 Lilly St E,L0G1A0,13.430193470807,44.0922699,-79.7877502,10,1031,656,41790.0,7,656,1
11152,Monsignor Lee,14 Fitton Hts,L3V2H9,23.726588756180305,44.6256409,-79.42637629999999,10,392,656,26921.0,48,3816,25
11153,Monsignor Michael O'Leary,2 Tamarack Trl,P1L1Z2,22.6690590585185,45.0461006,-79.33152009999998,10,794,656,35937.0,46,3584,16
11154,Mother Teresa,110 Northgate Dr,L3Z3A9,17.2841167946221,44.1201591,-79.5741272,10,109,656,39482.0,21,1847,2
11155,Notre Dame,30 Fitton Hts,L3V2H9,19.336028065413803,44.6259193,-79.4266205,10,392,656,42234.0,37,2619,20
11156,Our Lady of Grace,24 Roth St,L0M1B0,0.796694112784895,44.3256912,-79.8862457,10,917,656,28423.0,2,13,1
11157,Our Lady of Lourdes,34 Kerr St,L0L1P0,21.2675932040887,44.5853004,-79.86554720000002,10,250,656,20534.0,43,3201,1
11158,Our Lady of Mercy,2586 Honey Harbour Rd,P0E1E0,15.3757059215374,44.8671875,-79.81860350000002,10,1148,656,13680.0,11,1185,1
11159,Our Lady of the Assumption,"4823 County Road 9, R.R.#1",L0M1N0,30.115256294246894,44.3638458,-79.9460373,10,1092,656,9017.0,55,4573,4
11160,Patrick Fogarty SS,15 Commerce Rd,L3V6S1,25.556546300732602,44.62672420000001,-79.4335251,10,392,656,113159.0,51,4152,30
11161,Plant Services,97 Ferndale Drive,L4N9V5,28.5758426210586,44.3751488,-79.7191162,9,466,656,9437.0,54,392,74
11162,Pope John Paul II,211 Ashford Dr,L4N6A3,18.6556252041713,44.3559557,-79.64060669999998,10,466,656,57410.0,30,2385,48
11163,Sacred Heart,241 Elizabeth St,L4R1Y5,19.0850189039671,44.7531128,-79.8730469,10,1032,656,36766.0,36,2548,10
11164,Saint Gabriel the Archangel,130 Prince William Way,L4M7G4,18.988324261204,44.3557777,-79.6118622,10,466,656,49998.0,34,2505,53
11165,Saint Mary's,36 Silverwood Dr,P1H1N1,9.042442092883553,45.3278389,-79.2371902,10,841,656,29203.0,3,92,3
11166,Sister Catherine Donnelly,123 Hanmer St E,L4M6W2,18.7404596924209,44.41959,-79.7044296,10,466,656,47656.0,31,2417,49
11167,St Ann's,5 Dunlop St,L9M1J2,19.637211610337104,44.7738571,-79.9216156,10,619,656,31151.0,39,2698,4
11168,St Antoine Daniel,460 Park St,L0K2A0,25.6274296285956,44.7471352,-79.7614136,10,372,656,28384.0,52,4157,1
11169,St Bernard's,255 Oxford St,L3V1H6,10.3061163230513,44.60112,-79.39586640000002,10,392,656,43842.0,4,172,4
11170,St Charles,"691 Simcoe Rd., P.O. Box 719",L3Z2B2,26.2675780424599,44.0920181,-79.566864,10,1063,656,19196.0,53,4236,19
11171,St Dominic's SS,"955 Cedar Lane, R.R. #2",P1L1T6,16.9422720803498,45.0482635,-79.296196,10,794,656,84105.0,17,1722,8
11172,St Francis of Assisi,1067 Anna Maria Ave,L9S1W2,24.2895227550491,44.30401610000001,-79.5504532,10,80,656,40595.0,50,3935,15
11173,St James,"7332 St. James Lane, R.R. # 1",L0G1W0,17.7639679261916,44.027401,-79.8483582,10,1133,656,28268.0,27,2048,8
11174,St Jean de Brebeuf,151 Miller Park Ave,L3Z2K3,16.0694619008733,44.1091995,-79.5749435,10,109,656,29604.0,13,1425,1
11175,St John Vianney,393 Innisfil St,L4N3G7,19.9610173360269,44.3668404,-79.69206240000003,10,466,656,24773.0,40,2802,58
11176,St Joseph's SS,243 Cundles Rd E,L4M6L1,17.0013823930604,44.413681,-79.6836624,10,466,656,131417.0,18,1746,35
11177,St Marguerite D'Youville,240 Kozlov St,L4N7H6,18.90253419673,44.4123688,-79.7169189,10,466,656,40846.0,33,2473,52
11178,St Mary's,340 Leacock Dr,L4N6K1,17.9414258383281,44.387100200000006,-79.7189484,10,466,656,35719.0,28,2113,45
11179,St Mary's,18 Saunders St,L9Y3Y9,11.9366629847349,44.48067860000001,-80.2222519,10,1150,656,41961.0,5,354,1
11180,St Monica's,90 Steel St,L4M2E9,19.539986607084106,44.4022102,-79.6667709,10,466,656,43206.0,38,2672,55
11181,St Nicholas,100 Lougheed Rd,L4N8G5,14.3251886112519,44.3224716,-79.72872159999999,10,466,656,55444.0,9,896,20
11182,St Noel Chabanel,425 Ramblewood Dr,L9Z,17.4329480947472,44.4615614,-80.09313709999998,10,443,656,37221.0,23,1915,8
11183,St Paul's,161 Wellington St E,L9R1G5,24.208382340852104,44.154354100000006,-79.86153409999999,10,1031,656,25087.0,49,3920,3
11184,St Peter's,201 Ashford Dr,L4N6A3,18.8593343114911,44.35507970000001,-79.64087679999999,10,466,656,155551.0,32,2460,51
11185,St Theresa's SS,347 Galloway Blvd,L4R5B2,17.6178308858618,44.7398682,-79.8707886,10,1032,656,142518.0,24,1980,8
11186,St Thomas Aquinas,2 Nolan Rd. P.O. Box 3000,L0G1W0,16.7770186727405,44.0356979,-79.80411529999998,10,1133,656,125185.0,16,1667,7
11187,St. Bernadette,101 Marsellus Dr,L4N8R6,13.212954939432096,44.33291579999999,-79.72202519999998,10,466,656,50124.0,6,614,16
11188,St. Catherine of Siena,111 Summerset Dr,L4N0A6,15.9613787003456,44.3576026,-79.72403879999997,10,466,656,55188.0,12,1389,28
11189,St. Joan of Arc,460 Mapleton Ave,L4N9C2,17.2643824093253,44.3495483,-79.7341309,10,466,656,165510.0,20,1839,38
11190,St. Michael the Archangel,349 Big Bay Point Rd,L4N8A2,20.994278679711197,44.3542709,-79.6593094,10,466,656,49794.0,42,3110,60
11191,St. Patrick's,1588 Flos Road 4 West,L0L2K0,9.904373276020028e-05,44.5057526,-79.8427582,10,494,656,10096.0,1,2,1
11192,St. Paul's,100 James A. McCague Avenue,L9R0G5,14.6382564752254,44.1636009,-79.86823270000002,10,3,656,47511.0,10,976,10
11193,St. Peter the Apostle Catholic School,15 Silver Birch Court,P2A0A8,18.2876488925359,45.3597641,-80.01976009999998,10,1000,656,25122.0,29,2247,10
11194,The Good Shepherd,23 Cloughley Dr,L4N7Y2,17.3346856012665,44.3913193,-79.74060820000003,10,466,656,43156.0,22,1877,39
11195,Norfolk General Hospital,365 West Street,N3Y1T7,63.059138616447,42.8348503,-80.31411740000001,25,773,572,241998.0,1,159,35
11196,Sioux Lookout Meno Ya Win Health Centre,1 Meno Ya Win Way,P8T1B4,89.3739080369514,50.105938,-91.9255066,25,1071,213,144000.0,1,253,13
11197,Frost Facilities Shop,200 Albert St S,K9V5E6,19.436808625344106,44.3415985,-78.74050140000001,9,574,298,1681.0,5,196,10
11198,Frost Farmhouse,238 Angeline St S,K9V5E6,5.330953825912482,44.3391609,-78.74549870000001,9,574,298,5233.0,1,23,1
11199,Frost Heavy Equipment,200 Albert St S,K9V5E6,26.8063528337003,44.3415985,-78.74050140000001,9,574,298,944.0,12,369,17
11200,Frost Main Campus,200 Albert St S,K9V5E6,32.531728397437895,44.3415985,-78.74050140000001,23,574,298,12895.0,22,61,27
11201,Frost Main Campus,200 Albert St S,K9V5E6,32.531728397437895,44.3415985,-78.74050140000001,9,574,298,36166.0,22,461,27
11202,Frost NR Law & Arboriculture,200 Albert St S,K9V5E6,27.103562229829606,44.3415985,-78.74050140000001,9,574,298,825.0,15,373,20
11203,Frost Parnham RDB Training Centre,200 Albert St S,K9V5E6,35.8379931631128,44.3415985,-78.74050140000001,9,574,298,725.0,28,500,33
11204,Haliburton Main Campus,297 College Dr,K0M1S0,40.1095750408293,45.0521355,-78.52359009999998,23,484,298,452.0,29,74,21
11205,Haliburton Main Campus,297 College Dr,K0M1S0,40.1095750408294,45.0521355,-78.52359009999998,9,484,298,4545.0,32,542,24
11206,McRae Campus,555 Bonaccod St,K9J7B1,51.20100034566961,44.309536,-78.33827209999998,9,288,298,7462.0,34,608,71
11207,Sutherland Drive Shed,599 Brealey Drive,K9J7B1,17.2384242958119,44.2670975,-78.3681717,9,288,298,7569.0,3,153,30
11208,Sutherland Farmhouse,500 Dobbin Rd,K9J7B1,20.3379077907143,44.2716484,-78.37528990000001,9,288,298,2800.0,6,213,39
11209,Sutherland Main Campus,599 Brealey Drive,K9J7B1,59.261714756082895,44.2670975,-78.3681717,23,288,298,20510.0,38,80,75
11210,Sutherland Main Campus,599 Brealey Drive,K9J7B1,59.261714756082895,44.2670975,-78.3681717,9,288,298,65690.0,38,642,75
11211,Sutherland Main Campus,599 Brealey Drive,K9J7B1,59.26171475608279,44.2670975,-78.3681717,3,288,298,118970.0,36,288,73
11212,Sutherland Main Campus,599 Brealey Drive,K9J7B1,59.26171475608279,44.2670975,-78.3681717,19,288,298,55234.0,36,156,73
11213,McRae Campus,555 Bonaccod St,K9J7B1,51.20100034566961,44.3092461,-78.3398615,19,288,298,19866.0,34,144,71
11214,McRae Campus,555 Bonaccod St,K9J7B1,51.2010003456695,44.309536,-78.33827209999998,3,288,298,16986.0,33,271,70
11215,Haliburton Main Campus,297 College Dr,K0M1S0,40.1095750408293,45.0521355,-78.52359009999998,19,484,298,7901.0,29,122,21
11216,Haliburton Main Campus,297 College Dr,K0M1S0,40.1095750408293,45.0521355,-78.52359009999998,3,484,298,13005.0,29,245,21
11217,Frost Parnham RDB Training Centre,200 Albert St S,K9V5E6,35.8379931631127,44.3415985,-78.74050140000001,3,574,298,5826.0,26,222,31
11218,Frost Parnham RDB Training Centre,200 Albert St S,K9V5E6,35.8379931631127,44.3415985,-78.74050140000001,19,574,298,6596.0,26,114,31
11219,Frost Main Campus,200 Albert St S,K9V5E6,32.531728397438,44.3415985,-78.74050140000001,3,574,298,67870.0,25,199,30
11220,Frost Main Campus,200 Albert St S,K9V5E6,32.531728397437895,44.3415985,-78.74050140000001,19,574,298,48417.0,22,103,27
11221,Frost Residence Building #1,1 Auk Trail,K9V5E6,31.0624769948591,44.3409195,-78.7449265,15,574,298,19562.0,21,51,26
11222,Frost Residence Building #2,1 Auk Trail,K9V5E6,30.798439594695505,44.3409195,-78.7449265,15,574,298,19562.0,20,50,25
11223,Sutherland Residence Building #1 Newfoundland House,1 Residence Circle,K9J7B1,30.7309118847545,44.2692375,-78.3741684,15,288,298,24322.0,19,49,57
11224,Haliburton Blacksmith,149 MALLARD RD,K0M1S0,28.9549710950646,45.05068970000001,-78.5395355,19,484,298,8956.0,18,88,17
11225,Frost NR Law & Arboriculture,200 Albert St S,K9V5E6,27.103562229829606,44.3415985,-78.74050140000001,19,574,298,3850.0,15,81,20
11226,Frost NR Law & Arboriculture,200 Albert St S,K9V5E6,27.103562229829606,44.3415985,-78.74050140000001,3,574,298,2955.0,15,152,20
11227,Frost Heavy Equipment,200 Albert St S,K9V5E6,26.806352833700398,44.3415985,-78.74050140000001,3,574,298,3243.0,14,148,19
11228,Frost Heavy Equipment,200 Albert St S,K9V5E6,26.8063528337003,44.3415985,-78.74050140000001,19,574,298,18931.0,12,79,17
11229,Sutherland Residence Building #3 Eastern House,3 Residence Circle,K9J7B1,24.8731910970739,44.2692146,-78.3741837,15,288,298,23786.0,11,36,51
11230,Sutherland Residence Building #5 Mountain House,5 Residence Circle,K9J7B1,24.509617214004397,44.2691917,-78.37419890000002,15,288,298,24121.0,10,35,50
11231,Sutherland Residence Building #6 Pacfic House,6 Residence Circle,K9J7B1,24.4565343846855,44.2689934,-78.3739471,15,288,298,24121.0,9,34,49
11232,Sutherland Residence Building #2 Atlanitc House,2 Residence Circle,K9J7B1,23.542208569918298,44.2690392,-78.373909,15,288,298,24121.0,8,32,46
11233,Sutherland Residence Building #4 Central House,4 Residence Circle,K9J7B1,23.184753085609998,44.2690163,-78.3739243,15,288,298,24121.0,7,31,45
11234,Frost FieldHouse,135 Adelaide St S,K9V5E6,18.225854425081998,44.3417435,-78.7431412,2,574,298,17072.0,4,10,9
11235,Musem Portable,300 Hunter St E Portable,K9J7B1,14.0568181818182,44.3080025,-78.30335240000002,3,288,298,2200.0,2,37,14
11236,Chesley site S.B.G.H.C.,39 -2nd east,N0G1L0,30.0379490084165,44.2988625,-81.0940933,25,55,180,22374.0,1,29,10
11237,Durham site S.B.G.H.C.,320 College st N,N0G1R0,49.314453616510704,44.1795425,-80.8285599,25,946,180,28006.0,2,101,21
11238,Kincardine site S.B.G.H.C.,43 Queen st,N2Z1G6,76.8337241966337,44.1875458,-81.6276169,25,1070,180,67784.0,3,232,17
11239,Walkerton site S.B.G.H.C.,21 Mcgiven st,N0G2V0,78.51876833317199,44.1224823,-81.1532288,25,408,180,111579.0,4,233,12
11240,Hotel Dieu Shaver,541 Glenridge Ave.,L2T4C2,47.2875460780663,43.1231117,-79.2423172,25,1024,627,156777.0,1,90,97
11241,Douglas Memorial Hospital,230 Bertie St,L2A1Z2,38.224130102444,42.9127464,-78.924881,25,1050,503,94149.0,3,44,21
11242,Greater Niagra General Hospital,5546 Portage Rd,L2E6X2,49.0414313159842,43.0935173,-79.0916672,25,650,503,333773.0,4,98,75
11243,Niagara-on-the-Lake Hospital,176 Wellington St,L0S1J0,37.664754596892,43.2536392,-79.067009,25,713,503,37774.0,2,42,29
11244,Ontario Street Site (Hotel Dieu),155 Ontario St,L2R5K3,53.640691205215795,43.1593368,-79.25444770000001,25,1024,503,245025.0,6,117,102
11245,Port Colborne General Hospital,260 Sugarloaf St,L3K2N7,33.350152972248004,42.8806839,-79.2586864,25,152,503,125072.0,1,34,28
11246,St Catharines General Hospital,142 Queenston St,L2R7C6,61.03808579628679,43.1623993,-79.2299194,25,1022,503,436933.0,7,147,20
11247,Welland County General Hospital,65 Third St,L3B4W6,52.6328172476864,42.9806442,-79.2492065,25,26,503,405000.0,5,112,64
11248,Board Office,420 Creek St,N8A4C4,16.325186278859903,42.5971298,-82.3862915,9,789,549,20365.0,16,132,2
11249,Christ The King CS,227 Thomas Ave,N8A2B9,16.6243733377411,42.5991592,-82.3700714,10,789,549,18513.0,18,1614,3
11250,Georges P. Vanier CS,20 Cecile Ave,N7M2C3,15.5716330587205,42.3890114,-82.16838840000001,10,399,549,25209.0,13,1247,7
11251,Good Shepherd CS,4 Edith St.,N0P2K0,15.374352816685699,42.5576286,-81.9766006,10,13,549,23949.0,11,1184,3
11252,Gregory A. Hogan CS,1825 Hogan Dr,N7S2H7,15.857712730519,43.0115776,-82.35932159999999,10,1121,549,24326.0,15,1347,20
11253,Holy Family CS,649 Murray St,N8A1W1,14.5997704152886,42.5848694,-82.3799667,10,789,549,27447.0,10,955,1
11254,Holy Rosary CS,715 London Street,N0N1T0,29.438859228242396,42.95438770000001,-82.1203918,10,293,549,10699.0,32,4533,15
11255,Holy Trinity,60 Lorne Crescent,N7S0C3,9.081143290104187,42.96938710000001,-82.3748016,10,1121,549,48512.0,2,95,9
11256,Maintenance Bldg (Chatham),545 Baldoon Rd,N7M5L9,13.792917529884699,42.4117546,-82.22165679999998,9,399,549,8933.0,8,89,4
11257,Maintenance Bldg (Sarnia),245 Tecumseh St,N7T2L1,17.4111493813959,42.9596291,-82.4094696,9,1121,549,7997.0,21,157,27
11258,Monsignor Uyen CS,255 Lark St,N7L1G9,23.6461810439927,42.4007988,-82.21322629999997,10,399,549,29105.0,31,3801,27
11259,Our Lady of Fatima CS,545 Baldoon Rd,N7M5L9,13.792918582813098,42.4117546,-82.22165679999998,10,399,549,43001.0,9,745,5
11260,Sacred Heart CS (Port Lambton),434 John Street,N0P2B0,16.603410937830102,42.65813060000001,-82.4997177,10,992,549,18768.0,17,1604,2
11261,Sacred Heart CS (Sarnia),1411 Lecaron St,N7V3J1,11.6403144147444,43.00711389999999,-82.3896073,10,1121,549,31376.0,3,311,12
11262,St. Agnes CS,55 Croydon St,N7L1L5,21.6657894010607,42.4045715,-82.1998825,10,399,549,20516.0,28,3333,20
11263,St. Anne CS (Sarnia),1000 The Rapids Parkway,N7S6K3,15.4792350061273,42.996891,-82.3508072,10,1121,549,40956.0,12,1215,19
11264,"St. Anne CS, Blenheim",183 Snow Ave,N0P1A0,17.4109341723121,42.3281631,-81.99359129999998,10,966,549,38872.0,20,1904,8
11265,St. Christopher CSS,1001 The Rapids Parkway,N7S6K2,13.0280905990834,42.9951439,-82.3505096,10,1121,549,141297.0,6,570,14
11266,St. Elizabeth CS,1350 Bertha Ave,N8A3K4,22.755360855563,42.59695139999999,-82.4009753,10,789,549,24347.0,29,3612,10
11267,St. John Fisher CS,44 Main Street,N0N1J0,19.3231839647942,43.09345250000001,-82.0006714,10,756,549,27437.0,27,2615,6
11268,St. Joseph CS (Chatham),25 Raleigh St,N7M2M6,17.8039579225521,42.4029322,-82.1885696,10,399,549,22916.0,22,2065,12
11269,St. Joseph CS (Corunna),535 Birchbank Drive,N0N1G0,12.3395361150496,42.8783264,-82.4374542,10,526,549,42302.0,4,431,1
11270,"St. Joseph CS, Tilbury",43 St. Clair St.,N0P2L0,12.668789522261601,42.25952150000001,-82.4391785,10,134,549,33960.0,5,490,2
11271,St. Matthew,720 Elm Avenue,N7T4H3,9.0028886236736,42.9723701,-82.3814926,10,1121,549,48017.0,1,90,8
11272,St. Michael CS (Bright's Grove),1930 Wildwood Dr,N0N1C0,18.8708572551003,43.0277443,-82.2627792,10,557,549,34196.0,26,2465,1
11273,St. Michael CS (Ridgetown),25 Maple St S,N0P2C0,16.860865896464,42.43262100000001,-81.88944240000002,10,975,549,24208.0,19,1697,11
11274,St. Patrick's CHS,281 N East St,N7T6X8,13.4965601248025,42.9759869,-82.3870754,10,1121,549,142395.0,7,676,15
11275,St. Peter Canisius CS,424 Victoria St,N0M2S0,17.9900574501052,42.952690000000004,-81.8829877,10,851,549,20372.0,23,2133,8
11276,St. Philip CS,4137 Victoria Avenue,N0N1R0,23.450733066489395,42.8808479,-82.1500244,10,956,549,27286.0,30,3767,11
11277,St. Ursula CS,426 Lacroix St,N7M2W3,18.8495220287118,42.3896217,-82.1790695,10,399,549,29654.0,25,2456,16
11278,St. Vincent CS,RR 1  9399 McNaughton Line East,N7M5J1,18.553043247949105,42.4384499,-82.1669922,10,399,549,21678.0,24,2346,14
11279,Ursuline College Chatham CSS,85 Grand Ave W,N7L1B6,15.7957805987021,42.4061203,-82.1939545,10,399,549,188712.0,14,1322,8
11281,South Campus,2000 Talbot Street W.,N9A6S4,37.2295427923374,42.2431602,-83.01853940000002,3,70,508,981847.0,10,227,143
11282,Thames Campus (HealthPlex),1001-2 Grand Ave. W.,N7M5W4,32.272017394246,42.3938599,-82.220314,2,399,508,59268.0,9,42,36
11283,Thames Campus (Main),1001 Grand Ave. W.,N7M5W4,31.3957093899467,42.3938599,-82.220314,3,399,508,74874.0,8,184,35
11284,South Campus-FCEM,2000-2 Talbot Street W.,N9A6S4,28.1207450590286,42.2431602,-83.01853940000002,19,70,508,106641.0,7,86,128
11285,SCCCA, 201 Riverside Dr. W.,N9A65K4,26.7787607081916,42.3193163,-83.041933,3,70,508,195528.0,6,147,126
11286,MediaPlex,275 Victoria Ave.,N9A6Z8,26.686623691928396,42.3171883,-83.0415802,19,70,508,17719.0,5,78,125
